"Country";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019"
"40";"Channel Islands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"41";"Chile";-1.31425510889725;NA;NA;NA;NA;12.2945676650859;NA;NA;NA;NA;18.7071070293008;26.1738797827349;26.4309115942004;33.9162484542799;23.4528131229191;9.56186107127747;31.0194799421229;19.4472931373527;18.2306749465345;23.5163259627938;22.0032807688097;21.8081500095336;NA;17.6398964065354;17.0328410197017;9.85043614718633;15.2650139737989;3.06228265578832;6.28237364291404;NA
"42";"China";NA;NA;NA;NA;NA;135.080429061989;NA;NA;NA;NA;119.813852715307;95.3994501701077;95.9931319030713;84.2448497564943;79.8695477514559;81.8091772018117;92.9416845290616;86.4837138967618;87.7009785663601;87.6244814565474;91.0064572346471;87.1322589580355;82.0457597713799;82.1481477395717;77.385162827226;66.025603938764;58.3050098865886;51.4671480515609;NA;NA
"43";"Colombia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.8542810455854;25.137592211117;24.0575448699733;3.06227997112831;6.74440923288886;-12.8874939067274;11.9497827256728;4.73468450746322;15.1191527009089;18.1186939154987;20.1947034611769;13.7426950951318;2.01986177199081;9.00568244755026;-0.0243327958329139;NA
"44";"Comoros";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"45";"Congo, Dem. Rep.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"46";"Congo, Rep.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"47";"Costa Rica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.77733609563606;NA;NA;NA;NA;NA;NA;NA;-6.30563606675159;-13.2827467520764;-13.4358699441825;-14.7904957693592;-15.678947728171;-18.6026656282489;27.5284919941017;24.6650189323931;9.73400527492359;20.8266713129204
"48";"Cote d'Ivoire";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"49";"Croatia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48.1302387918945;34.3143220622521;16.973640328497;13.345227455191;8.02495526213184;10.3123406550823;17.6110016923228;15.5015609719254;12.068828529316;8.24051114844044;12.1288205928052;16.4479370996135;14.1866131389469;10.6755388280014;7.07726922420712;4.3101004143196
"50";"Cuba";NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.83692463376026;-3.23625329873574;-13.3851550979203;-19.1651907182067;-20.2321587069516;-20.3533835027657;-25.8804168898735;-21.9294022258311;-24.4136202241798;-35.3745593575628;-26.039011402825;-25.3719517745365;-18.5175521738013;-34.1663432413621;-30.4397293281326;-26.1754992534655;-27.8394444235006;-33.4436521786422;-38.7798822248209;-39.6946153008287;-37.1546808851953
"51";"Curacao";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-19.3171020557048;-13.1264647159805;-25.0828095710226;-1.91406256278249;-28.3311019278873;-32.0672873744511;-0.105460372592856;3.76117075813552;NA;NA
"52";"Cyprus";NA;NA;NA;NA;NA;8.36299188190646;10.0233294061689;7.60486881452355;9.52047290468111;8.761766790512;10.2007645800948;6.25485524741928;5.77515468385385;5.26991006947268;-0.135628517895816;-0.279765478607566;-0.411531942965992;-0.852343432705005;-3.61715001618124;-5.5627741893623;-3.00262778618168;-2.65563788807372;-3.37404873353052;0.326594168559478;5.12532650093634;11.8150991087251;9.56739555551129;10.8536451962741;6.9994321053882;6.2284847821248
"53";"Czechia";NA;NA;NA;NA;NA;84.3583707426313;81.8986955137868;77.6128357880003;90.7604412191484;66.7127778621274;65.6282863338019;104.667261051979;99.0062939628865;95.6796574151501;97.1468464912846;88.5806099144122;85.8024833251599;87.2107924019483;78.1584863256002;68.1411124314578;70.2816126943544;67.2413078974815;73.780376180129;72.2548758686651;71.0748386269397;67.4095187783314;58.2816004383025;NA;NA;NA
"54";"Denmark";NA;NA;NA;NA;3.71649679820297;5.94577374423184;-7.67280727061792;-4.88448370729541;-6.35433563179281;-12.4441514008709;-10.8319810026218;-16.5747395857843;-17.8188979282037;-18.0607691913635;-21.4711538490916;-17.9888616391865;-25.385516243885;-30.3855342710885;-34.1800928340031;-29.3332519250841;-18.5271542057174;-38.2023966107879;-34.8763421968772;-30.1029477381917;-36.5872357838166;-38.0937876685582;-36.3785678072583;-35.7577840587373;-35.4448929973219;-37.9271697937812
"55";"Djibouti";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"56";"Dominica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-25.4449345287822;-5.86661326793661;-14.5458898704315;-10.1274681233167;-4.09185545166398;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"57";"Dominican Republic";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"58";"Ecuador";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9.86132448989109;34.696578474769;34.1705670272454;-0.166397778161531;-11.8542354126759;-10.7342391835145;-3.35218633833932;-5.48841360035651;NA
